subset,condition_name,condition_value,model,n_total,n_eval,n_api_error,accuracy,mean_field_accuracy,decoy_capture_rate,partial_rate,omission_rate,near_miss_rate,api_error_rate,mean_latency
PAC-C_binding_capacity,binding_k/query_count,64/3,qwen35_35b_a3b,2,2,0,0.5,0.8334,0.5,0.0,0.0,0.0,0.0,3.317
PAC-C_binding_capacity,binding_k/query_count,64/3,qwen35_9b,2,2,0,0.0,0.6667,0.5,0.5,0.0,0.0,0.0,5.541
PAC-C_binding_capacity,binding_k/query_count,64/5,qwen35_122b_a10b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.421
PAC-C_binding_capacity,binding_k/query_count,64/5,qwen35_35b_a3b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.271
PAC-C_binding_capacity,binding_k/query_count,64/5,qwen35_9b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.578
PAC-C_binding_capacity,binding_k/query_count,64/8,qwen35_122b_a10b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.428
PAC-C_binding_capacity,binding_k/query_count,64/8,qwen35_35b_a3b,2,2,0,0.5,0.9375,0.5,0.0,0.0,0.0,0.0,3.636
PAC-C_binding_capacity,binding_k/query_count,64/8,qwen35_9b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.516
PAC-D_multihop_false_chain,hop_count/false_chain_count,2/16,qwen35_122b_a10b,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.5,3.577
PAC-D_multihop_false_chain,hop_count/false_chain_count,2/16,qwen35_35b_a3b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.562
PAC-D_multihop_false_chain,hop_count/false_chain_count,2/16,qwen35_9b,2,2,0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,15.175
PAC-D_multihop_false_chain,hop_count/false_chain_count,2/4,qwen35_122b_a10b,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.5,3.95
PAC-D_multihop_false_chain,hop_count/false_chain_count,2/4,qwen35_35b_a3b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.107
PAC-D_multihop_false_chain,hop_count/false_chain_count,2/4,qwen35_9b,2,2,0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,6.423
PAC-D_multihop_false_chain,hop_count/false_chain_count,2/8,qwen35_122b_a10b,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.5,4.39
PAC-D_multihop_false_chain,hop_count/false_chain_count,2/8,qwen35_35b_a3b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.405
PAC-D_multihop_false_chain,hop_count/false_chain_count,2/8,qwen35_9b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.731
PAC-D_multihop_false_chain,hop_count/false_chain_count,3/16,qwen35_122b_a10b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.028
PAC-D_multihop_false_chain,hop_count/false_chain_count,3/16,qwen35_35b_a3b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.463
PAC-D_multihop_false_chain,hop_count/false_chain_count,3/16,qwen35_9b,2,2,0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,6.769
PAC-D_multihop_false_chain,hop_count/false_chain_count,3/4,qwen35_122b_a10b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.429
PAC-D_multihop_false_chain,hop_count/false_chain_count,3/4,qwen35_35b_a3b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.573
PAC-D_multihop_false_chain,hop_count/false_chain_count,3/4,qwen35_9b,2,2,0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,6.722
PAC-D_multihop_false_chain,hop_count/false_chain_count,3/8,qwen35_122b_a10b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.957
PAC-D_multihop_false_chain,hop_count/false_chain_count,3/8,qwen35_35b_a3b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.801
PAC-D_multihop_false_chain,hop_count/false_chain_count,3/8,qwen35_9b,2,2,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.849
PAC-D_multihop_false_chain,hop_count/false_chain_count,4/16,qwen35_122b_a10b,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.5,2.922
PAC-D_multihop_false_chain,hop_count/false_chain_count,4/16,qwen35_35b_a3b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.81
PAC-D_multihop_false_chain,hop_count/false_chain_count,4/16,qwen35_9b,2,2,0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,57.177
PAC-D_multihop_false_chain,hop_count/false_chain_count,4/4,qwen35_122b_a10b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.297
PAC-D_multihop_false_chain,hop_count/false_chain_count,4/4,qwen35_35b_a3b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.291
PAC-D_multihop_false_chain,hop_count/false_chain_count,4/4,qwen35_9b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59.371
PAC-D_multihop_false_chain,hop_count/false_chain_count,4/8,qwen35_122b_a10b,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.5,3.022
PAC-D_multihop_false_chain,hop_count/false_chain_count,4/8,qwen35_35b_a3b,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.833
PAC-D_multihop_false_chain,hop_count/false_chain_count,4/8,qwen35_9b,2,2,0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,56.299
